Region,Province,Province_pcode,Population
Region I (Ilocos Region),Ilocos Norte,PH012800000,1823
Region I (Ilocos Region),Ilocos Norte,PH012800000,32778
Region I (Ilocos Region),Ilocos Norte,PH012800000,32218
Region I (Ilocos Region),Ilocos Norte,PH012800000,14954
Region I (Ilocos Region),Ilocos Norte,PH012800000,56248
Region I (Ilocos Region),Ilocos Norte,PH012800000,9948
Region I (Ilocos Region),Ilocos Norte,PH012800000,1644
Region I (Ilocos Region),Ilocos Norte,PH012800000,12419
Region I (Ilocos Region),Ilocos Norte,PH012800000,39673
Region I (Ilocos Region),Ilocos Norte,PH012800000,3267
Region I (Ilocos Region),Ilocos Norte,PH012800000,19814
Region I (Ilocos Region),Ilocos Norte,PH012800000,116143
Region I (Ilocos Region),Ilocos Norte,PH012800000,18373
Region I (Ilocos Region),Ilocos Norte,PH012800000,11279
Region I (Ilocos Region),Ilocos Norte,PH012800000,25441
Region I (Ilocos Region),Ilocos Norte,PH012800000,25499
Region I (Ilocos Region),Ilocos Norte,PH012800000,29685
Region I (Ilocos Region),Ilocos Norte,PH012800000,22149
Region I (Ilocos Region),Ilocos Norte,PH012800000,17676
Region I (Ilocos Region),Ilocos Norte,PH012800000,38859
Region I (Ilocos Region),Ilocos Norte,PH012800000,25669
Region I (Ilocos Region),Ilocos Norte,PH012800000,24985
Region I (Ilocos Region),Ilocos Norte,PH012800000,32877
Region I (Ilocos Region),Ilocos Sur,PH012900000,6825
Region I (Ilocos Region),Ilocos Sur,PH012900000,7899
Region I (Ilocos Region),Ilocos Sur,PH012900000,36669
Region I (Ilocos Region),Ilocos Sur,PH012900000,12609
Region I (Ilocos Region),Ilocos Sur,PH012900000,38806
Region I (Ilocos Region),Ilocos Sur,PH012900000,62567
Region I (Ilocos Region),Ilocos Sur,PH012900000,20924
Region I (Ilocos Region),Ilocos Sur,PH012900000,17623
Region I (Ilocos Region),Ilocos Sur,PH012900000,11353
Region I (Ilocos Region),Ilocos Sur,PH012900000,5516
Region I (Ilocos Region),Ilocos Sur,PH012900000,4836
Region I (Ilocos Region),Ilocos Sur,PH012900000,32933
Region I (Ilocos Region),Ilocos Sur,PH012900000,5513
Region I (Ilocos Region),Ilocos Sur,PH012900000,44916
Region I (Ilocos Region),Ilocos Sur,PH012900000,8736
Region I (Ilocos Region),Ilocos Sur,PH012900000,11531
Region I (Ilocos Region),Ilocos Sur,PH012900000,7531
Region I (Ilocos Region),Ilocos Sur,PH012900000,8579
Region I (Ilocos Region),Ilocos Sur,PH012900000,8419
Region I (Ilocos Region),Ilocos Sur,PH012900000,27277
Region I (Ilocos Region),Ilocos Sur,PH012900000,13652
Region I (Ilocos Region),Ilocos Sur,PH012900000,15657
Region I (Ilocos Region),Ilocos Sur,PH012900000,14229
Region I (Ilocos Region),Ilocos Sur,PH012900000,41305
Region I (Ilocos Region),Ilocos Sur,PH012900000,25927
Region I (Ilocos Region),Ilocos Sur,PH012900000,31656
Region I (Ilocos Region),Ilocos Sur,PH012900000,19313
Region I (Ilocos Region),Ilocos Sur,PH012900000,28553
Region I (Ilocos Region),Ilocos Sur,PH012900000,3037
Region I (Ilocos Region),Ilocos Sur,PH012900000,26170
Region I (Ilocos Region),Ilocos Sur,PH012900000,5376
Region I (Ilocos Region),Ilocos Sur,PH012900000,12132
Region I (Ilocos Region),Ilocos Sur,PH012900000,40359
Region I (Ilocos Region),Ilocos Sur,PH012900000,57382
Region I (Ilocos Region),La Union,PH013300000,66406
Region I (Ilocos Region),La Union,PH013300000,49688
Region I (Ilocos Region),La Union,PH013300000,43591
Region I (Ilocos Region),La Union,PH013300000,14250
Region I (Ilocos Region),La Union,PH013300000,40225
Region I (Ilocos Region),La Union,PH013300000,37151
Region I (Ilocos Region),La Union,PH013300000,78902
Region I (Ilocos Region),La Union,PH013300000,8272
Region I (Ilocos Region),La Union,PH013300000,22698
Region I (Ilocos Region),La Union,PH013300000,36648
Region I (Ilocos Region),La Union,PH013300000,60000
Region I (Ilocos Region),La Union,PH013300000,23096
Region I (Ilocos Region),La Union,PH013300000,57906
Region I (Ilocos Region),La Union,PH013300000,127962
Region I (Ilocos Region),La Union,PH013300000,19650
Region I (Ilocos Region),La Union,PH013300000,39064
Region I (Ilocos Region),La Union,PH013300000,42021
Region I (Ilocos Region),La Union,PH013300000,12868
Region I (Ilocos Region),La Union,PH013300000,17490
Region I (Ilocos Region),La Union,PH013300000,30306
Region I (Ilocos Region),Pangasinan,PH015500000,28650
Region I (Ilocos Region),Pangasinan,PH015500000,43052
Region I (Ilocos Region),Pangasinan,PH015500000,93657
Region I (Ilocos Region),Pangasinan,PH015500000,45374
Region I (Ilocos Region),Pangasinan,PH015500000,41692
Region I (Ilocos Region),Pangasinan,PH015500000,58567
Region I (Ilocos Region),Pangasinan,PH015500000,35661
Region I (Ilocos Region),Pangasinan,PH015500000,54583
Region I (Ilocos Region),Pangasinan,PH015500000,35314
Region I (Ilocos Region),Pangasinan,PH015500000,34176
Region I (Ilocos Region),Pangasinan,PH015500000,123940
Region I (Ilocos Region),Pangasinan,PH015500000,55820
Region I (Ilocos Region),Pangasinan,PH015500000,86723
Region I (Ilocos Region),Pangasinan,PH015500000,89195
Region I (Ilocos Region),Pangasinan,PH015500000,69881
Region I (Ilocos Region),Pangasinan,PH015500000,25112
Region I (Ilocos Region),Pangasinan,PH015500000,98400
Region I (Ilocos Region),Pangasinan,PH015500000,177433
Region I (Ilocos Region),Pangasinan,PH015500000,31023
Region I (Ilocos Region),Pangasinan,PH015500000,25508
Region I (Ilocos Region),Pangasinan,PH015500000,25123
Region I (Ilocos Region),Pangasinan,PH015500000,106951
Region I (Ilocos Region),Pangasinan,PH015500000,25311
Region I (Ilocos Region),Pangasinan,PH015500000,135915
Region I (Ilocos Region),Pangasinan,PH015500000,73913
Region I (Ilocos Region),Pangasinan,PH015500000,112981
Region I (Ilocos Region),Pangasinan,PH015500000,75900
Region I (Ilocos Region),Pangasinan,PH015500000,39411
Region I (Ilocos Region),Pangasinan,PH015500000,25700
Region I (Ilocos Region),Pangasinan,PH015500000,72424
Region I (Ilocos Region),Pangasinan,PH015500000,65962
Region I (Ilocos Region),Pangasinan,PH015500000,200684
Region I (Ilocos Region),Pangasinan,PH015500000,87504
Region I (Ilocos Region),Pangasinan,PH015500000,43681
Region I (Ilocos Region),Pangasinan,PH015500000,58905
Region I (Ilocos Region),Pangasinan,PH015500000,36741
Region I (Ilocos Region),Pangasinan,PH015500000,33656
Region I (Ilocos Region),Pangasinan,PH015500000,86766
Region I (Ilocos Region),Pangasinan,PH015500000,34723
Region I (Ilocos Region),Pangasinan,PH015500000,15512
Region I (Ilocos Region),Pangasinan,PH015500000,50727
Region I (Ilocos Region),Pangasinan,PH015500000,36881
Region I (Ilocos Region),Pangasinan,PH015500000,45974
Region I (Ilocos Region),Pangasinan,PH015500000,78483
Region I (Ilocos Region),Pangasinan,PH015500000,52091
Region I (Ilocos Region),Pangasinan,PH015500000,139360
Region I (Ilocos Region),Pangasinan,PH015500000,65044
Region I (Ilocos Region),Pangasinan,PH015500000,33298
Region II (Cagayan Valley),Batanes,PH020900000,9205
Region II (Cagayan Valley),Batanes,PH020900000,2771
Region II (Cagayan Valley),Batanes,PH020900000,1396
Region II (Cagayan Valley),Batanes,PH020900000,1546
Region II (Cagayan Valley),Batanes,PH020900000,1611
Region II (Cagayan Valley),Batanes,PH020900000,1345
Region II (Cagayan Valley),Cagayan,PH021500000,34355
Region II (Cagayan Valley),Cagayan,PH021500000,40142
Region II (Cagayan Valley),Cagayan,PH021500000,35515
Region II (Cagayan Valley),Cagayan,PH021500000,50591
Region II (Cagayan Valley),Cagayan,PH021500000,70121
Region II (Cagayan Valley),Cagayan,PH021500000,87470
Region II (Cagayan Valley),Cagayan,PH021500000,36409
Region II (Cagayan Valley),Cagayan,PH021500000,31926
Region II (Cagayan Valley),Cagayan,PH021500000,17265
Region II (Cagayan Valley),Cagayan,PH021500000,26461
Region II (Cagayan Valley),Cagayan,PH021500000,30765
Region II (Cagayan Valley),Cagayan,PH021500000,39101
Region II (Cagayan Valley),Cagayan,PH021500000,58668
Region II (Cagayan Valley),Cagayan,PH021500000,41497
Region II (Cagayan Valley),Cagayan,PH021500000,30158
Region II (Cagayan Valley),Cagayan,PH021500000,47634
Region II (Cagayan Valley),Cagayan,PH021500000,41323
Region II (Cagayan Valley),Cagayan,PH021500000,24262
Region II (Cagayan Valley),Cagayan,PH021500000,50090
Region II (Cagayan Valley),Cagayan,PH021500000,24328
Region II (Cagayan Valley),Cagayan,PH021500000,18502
Region II (Cagayan Valley),Cagayan,PH021500000,25859
Region II (Cagayan Valley),Cagayan,PH021500000,35355
Region II (Cagayan Valley),Cagayan,PH021500000,4688
Region II (Cagayan Valley),Cagayan,PH021500000,20476
Region II (Cagayan Valley),Cagayan,PH021500000,28381
Region II (Cagayan Valley),Cagayan,PH021500000,88420
Region II (Cagayan Valley),Cagayan,PH021500000,65485
Region II (Cagayan Valley),Cagayan,PH021500000,168075
Region II (Cagayan Valley),Isabela,PH023100000,77727
Region II (Cagayan Valley),Isabela,PH023100000,45511
Region II (Cagayan Valley),Isabela,PH023100000,36589
Region II (Cagayan Valley),Isabela,PH023100000,31609
Region II (Cagayan Valley),Isabela,PH023100000,24773
Region II (Cagayan Valley),Isabela,PH023100000,54159
Region II (Cagayan Valley),Isabela,PH023100000,41073
Region II (Cagayan Valley),Isabela,PH023100000,135226
Region II (Cagayan Valley),Isabela,PH023100000,44474
Region II (Cagayan Valley),Isabela,PH023100000,5134
Region II (Cagayan Valley),Isabela,PH023100000,6309
Region II (Cagayan Valley),Isabela,PH023100000,82602
Region II (Cagayan Valley),Isabela,PH023100000,30800
Region II (Cagayan Valley),Isabela,PH023100000,154414
Region II (Cagayan Valley),Isabela,PH023100000,46954
Region II (Cagayan Valley),Isabela,PH023100000,20347
Region II (Cagayan Valley),Isabela,PH023100000,4901
Region II (Cagayan Valley),Isabela,PH023100000,27494
Region II (Cagayan Valley),Isabela,PH023100000,32245
Region II (Cagayan Valley),Isabela,PH023100000,33984
Region II (Cagayan Valley),Isabela,PH023100000,18238
Region II (Cagayan Valley),Isabela,PH023100000,26899
Region II (Cagayan Valley),Isabela,PH023100000,26499
Region II (Cagayan Valley),Isabela,PH023100000,54997
Region II (Cagayan Valley),Isabela,PH023100000,30431
Region II (Cagayan Valley),Isabela,PH023100000,65169
Region II (Cagayan Valley),Isabela,PH023100000,23696
Region II (Cagayan Valley),Isabela,PH023100000,21792
Region II (Cagayan Valley),Isabela,PH023100000,26727
Region II (Cagayan Valley),Isabela,PH023100000,33012
Region II (Cagayan Valley),Isabela,PH023100000,58712
Region II (Cagayan Valley),Isabela,PH023100000,67484
Region II (Cagayan Valley),Isabela,PH023100000,28675
Region II (Cagayan Valley),Isabela,PH023100000,27617
Region II (Cagayan Valley),Isabela,PH023100000,138649
Region II (Cagayan Valley),Isabela,PH023100000,24060
Region II (Cagayan Valley),Isabela,PH023100000,76757
Region II (Cagayan Valley),Nueva Vizcaya,PH025000000,17017
Region II (Cagayan Valley),Nueva Vizcaya,PH025000000,38453
Region II (Cagayan Valley),Nueva Vizcaya,PH025000000,36534
Region II (Cagayan Valley),Nueva Vizcaya,PH025000000,59012
Region II (Cagayan Valley),Nueva Vizcaya,PH025000000,65102
Region II (Cagayan Valley),Nueva Vizcaya,PH025000000,19649
Region II (Cagayan Valley),Nueva Vizcaya,PH025000000,29104
Region II (Cagayan Valley),Nueva Vizcaya,PH025000000,19905
Region II (Cagayan Valley),Nueva Vizcaya,PH025000000,41934
Region II (Cagayan Valley),Nueva Vizcaya,PH025000000,25844
Region II (Cagayan Valley),Nueva Vizcaya,PH025000000,22574
Region II (Cagayan Valley),Nueva Vizcaya,PH025000000,17874
Region II (Cagayan Valley),Nueva Vizcaya,PH025000000,62380
Region II (Cagayan Valley),Nueva Vizcaya,PH025000000,19126
Region II (Cagayan Valley),Nueva Vizcaya,PH025000000,8386
Region II (Cagayan Valley),Quirino,PH025700000,28888
Region II (Cagayan Valley),Quirino,PH025700000,31212
Region II (Cagayan Valley),Quirino,PH025700000,55750
Region II (Cagayan Valley),Quirino,PH025700000,40706
Region II (Cagayan Valley),Quirino,PH025700000,17294
Region II (Cagayan Valley),Quirino,PH025700000,24067
Region III (Central Luzon),Bataan,PH030800000,41960
Region III (Central Luzon),Bataan,PH030800000,28246
Region III (Central Luzon),Bataan,PH030800000,104228
Region III (Central Luzon),Bataan,PH030800000,115505
Region III (Central Luzon),Bataan,PH030800000,75309
Region III (Central Luzon),Bataan,PH030800000,80001
Region III (Central Luzon),Bataan,PH030800000,142996
Region III (Central Luzon),Bataan,PH030800000,33829
Region III (Central Luzon),Bataan,PH030800000,72753
Region III (Central Luzon),Bataan,PH030800000,60544
Region III (Central Luzon),Bataan,PH030800000,43766
Region III (Central Luzon),Bataan,PH030800000,36939
Region III (Central Luzon),Bulacan,PH031400000,62201
Region III (Central Luzon),Bulacan,PH031400000,82388
Region III (Central Luzon),Bulacan,PH031400000,153886
Region III (Central Luzon),Bulacan,PH031400000,132639
Region III (Central Luzon),Bulacan,PH031400000,81374
Region III (Central Luzon),Bulacan,PH031400000,70587
Region III (Central Luzon),Bulacan,PH031400000,114249
Region III (Central Luzon),Bulacan,PH031400000,106343
Region III (Central Luzon),Bulacan,PH031400000,132436
Region III (Central Luzon),Bulacan,PH031400000,264322
Region III (Central Luzon),Bulacan,PH031400000,244554
Region III (Central Luzon),Bulacan,PH031400000,215648
Region III (Central Luzon),Bulacan,PH031400000,115875
Region III (Central Luzon),Bulacan,PH031400000,60053
Region III (Central Luzon),Bulacan,PH031400000,117313
Region III (Central Luzon),Bulacan,PH031400000,54947
Region III (Central Luzon),Bulacan,PH031400000,111495
Region III (Central Luzon),Bulacan,PH031400000,109875
Region III (Central Luzon),Bulacan,PH031400000,114627
Region III (Central Luzon),Bulacan,PH031400000,717084
Region III (Central Luzon),Bulacan,PH031400000,165495
Region III (Central Luzon),Bulacan,PH031400000,102953
Region III (Central Luzon),Bulacan,PH031400000,291422
Region III (Central Luzon),Bulacan,PH031400000,24913
Region III (Central Luzon),Nueva Ecija,PH034900000,69488
Region III (Central Luzon),Nueva Ecija,PH034900000,69108
Region III (Central Luzon),Nueva Ecija,PH034900000,333077
Region III (Central Luzon),Nueva Ecija,PH034900000,86165
Region III (Central Luzon),Nueva Ecija,PH034900000,45311
Region III (Central Luzon),Nueva Ecija,PH034900000,70866
Region III (Central Luzon),Nueva Ecija,PH034900000,38628
Region III (Central Luzon),Nueva Ecija,PH034900000,119348
Region III (Central Luzon),Nueva Ecija,PH034900000,46916
Region III (Central Luzon),Nueva Ecija,PH034900000,53387
Region III (Central Luzon),Nueva Ecija,PH034900000,133282
Region III (Central Luzon),Nueva Ecija,PH034900000,79493
Region III (Central Luzon),Nueva Ecija,PH034900000,39254
Region III (Central Luzon),Nueva Ecija,PH034900000,30362
Region III (Central Luzon),Nueva Ecija,PH034900000,43321
Region III (Central Luzon),Nueva Ecija,PH034900000,46682
Region III (Central Luzon),Nueva Ecija,PH034900000,87628
Region III (Central Luzon),Nueva Ecija,PH034900000,16699
Region III (Central Luzon),Nueva Ecija,PH034900000,45012
Region III (Central Luzon),Nueva Ecija,PH034900000,32579
Region III (Central Luzon),Nueva Ecija,PH034900000,32425
Region III (Central Luzon),Nueva Ecija,PH034900000,44692
Region III (Central Luzon),Nueva Ecija,PH034900000,71409
Region III (Central Luzon),Nueva Ecija,PH034900000,82644
Region III (Central Luzon),Nueva Ecija,PH034900000,55502
Region III (Central Luzon),Nueva Ecija,PH034900000,150263
Region III (Central Luzon),Nueva Ecija,PH034900000,72883
Region III (Central Luzon),Nueva Ecija,PH034900000,74522
Region III (Central Luzon),Nueva Ecija,PH034900000,65373
Region III (Central Luzon),Nueva Ecija,PH034900000,137692
Region III (Central Luzon),Nueva Ecija,PH034900000,26475
Region III (Central Luzon),Nueva Ecija,PH034900000,54928
Region III (Central Luzon),Pampanga,PH035400000,510473
Region III (Central Luzon),Pampanga,PH035400000,114097
Region III (Central Luzon),Pampanga,PH035400000,145637
Region III (Central Luzon),Pampanga,PH035400000,48608
Region III (Central Luzon),Pampanga,PH035400000,120665
Region III (Central Luzon),Pampanga,PH035400000,139929
Region III (Central Luzon),Pampanga,PH035400000,123305
Region III (Central Luzon),Pampanga,PH035400000,170416
Region III (Central Luzon),Pampanga,PH035400000,288295
Region III (Central Luzon),Pampanga,PH035400000,80749
Region III (Central Luzon),Pampanga,PH035400000,122612
Region III (Central Luzon),Pampanga,PH035400000,61659
Region III (Central Luzon),Pampanga,PH035400000,161913
Region III (Central Luzon),Pampanga,PH035400000,51357
Region III (Central Luzon),Pampanga,PH035400000,137549
Region III (Central Luzon),Pampanga,PH035400000,326719
Region III (Central Luzon),Pampanga,PH035400000,58886
Region III (Central Luzon),Pampanga,PH035400000,58044
Region III (Central Luzon),Pampanga,PH035400000,58199
Region III (Central Luzon),Pampanga,PH035400000,43074
Region III (Central Luzon),Pampanga,PH035400000,42777
Region III (Central Luzon),Pampanga,PH035400000,28661
Region III (Central Luzon),Tarlac,PH036900000,12180
Region III (Central Luzon),Tarlac,PH036900000,76808
Region III (Central Luzon),Tarlac,PH036900000,86185
Region III (Central Luzon),Tarlac,PH036900000,155154
Region III (Central Luzon),Tarlac,PH036900000,169002
Region III (Central Luzon),Tarlac,PH036900000,91931
Region III (Central Luzon),Tarlac,PH036900000,67011
Region III (Central Luzon),Tarlac,PH036900000,34494
Region III (Central Luzon),Tarlac,PH036900000,59344
Region III (Central Luzon),Tarlac,PH036900000,97439
Region III (Central Luzon),Tarlac,PH036900000,24455
Region III (Central Luzon),Tarlac,PH036900000,22440
Region III (Central Luzon),Tarlac,PH036900000,12799
Region III (Central Luzon),Tarlac,PH036900000,26703
Region III (Central Luzon),Tarlac,PH036900000,51353
Region III (Central Luzon),Tarlac,PH036900000,366859
Region III (Central Luzon),Tarlac,PH036900000,67431
Region III (Central Luzon),Tarlac,PH036900000,38549
Region III (Central Luzon),Zambales,PH037100000,60687
Region III (Central Luzon),Zambales,PH037100000,27164
Region III (Central Luzon),Zambales,PH037100000,29232
Region III (Central Luzon),Zambales,PH037100000,84174
Region III (Central Luzon),Zambales,PH037100000,54050
Region III (Central Luzon),Zambales,PH037100000,50894
Region III (Central Luzon),Zambales,PH037100000,243668
Region III (Central Luzon),Zambales,PH037100000,36420
Region III (Central Luzon),Zambales,PH037100000,36046
Region III (Central Luzon),Zambales,PH037100000,24223
Region III (Central Luzon),Zambales,PH037100000,35275
Region III (Central Luzon),Zambales,PH037100000,29602
Region III (Central Luzon),Zambales,PH037100000,62201
Region III (Central Luzon),Zambales,PH037100000,120618
Region III (Central Luzon),Aurora,PH037700000,43191
Region III (Central Luzon),Aurora,PH037700000,24761
Region III (Central Luzon),Aurora,PH037700000,16020
Region III (Central Luzon),Aurora,PH037700000,11640
Region III (Central Luzon),Aurora,PH037700000,27421
Region III (Central Luzon),Aurora,PH037700000,31736
Region III (Central Luzon),Aurora,PH037700000,43321
Region III (Central Luzon),Aurora,PH037700000,29440
Region IV-A (CALABARZON),Batangas,PH041000000,40177
Region IV-A (CALABARZON),Batangas,PH041000000,26862
Region IV-A (CALABARZON),Batangas,PH041000000,99574
Region IV-A (CALABARZON),Batangas,PH041000000,25137
Region IV-A (CALABARZON),Batangas,PH041000000,353179
Region IV-A (CALABARZON),Batangas,PH041000000,101376
Region IV-A (CALABARZON),Batangas,PH041000000,93814
Region IV-A (CALABARZON),Batangas,PH041000000,60763
Region IV-A (CALABARZON),Batangas,PH041000000,34188
Region IV-A (CALABARZON),Batangas,PH041000000,57360
Region IV-A (CALABARZON),Batangas,PH041000000,43192
Region IV-A (CALABARZON),Batangas,PH041000000,104842
Region IV-A (CALABARZON),Batangas,PH041000000,59641
Region IV-A (CALABARZON),Batangas,PH041000000,384553
Region IV-A (CALABARZON),Batangas,PH041000000,45984
Region IV-A (CALABARZON),Batangas,PH041000000,47825
Region IV-A (CALABARZON),Batangas,PH041000000,67799
Region IV-A (CALABARZON),Batangas,PH041000000,31101
Region IV-A (CALABARZON),Batangas,PH041000000,145523
Region IV-A (CALABARZON),Batangas,PH041000000,51576
Region IV-A (CALABARZON),Batangas,PH041000000,127909
Region IV-A (CALABARZON),Batangas,PH041000000,85549
Region IV-A (CALABARZON),Batangas,PH041000000,123522
Region IV-A (CALABARZON),Batangas,PH041000000,35501
Region IV-A (CALABARZON),Batangas,PH041000000,24617
Region IV-A (CALABARZON),Batangas,PH041000000,71160
Region IV-A (CALABARZON),Batangas,PH041000000,25234
Region IV-A (CALABARZON),Batangas,PH041000000,252494
Region IV-A (CALABARZON),Batangas,PH041000000,61052
Region IV-A (CALABARZON),Batangas,PH041000000,51213
Region IV-A (CALABARZON),Batangas,PH041000000,194972
Region IV-A (CALABARZON),Batangas,PH041000000,40535
Region IV-A (CALABARZON),Batangas,PH041000000,18898
Region IV-A (CALABARZON),Batangas,PH041000000,46608
Region IV-A (CALABARZON),Cavite,PH042100000,53721
Region IV-A (CALABARZON),Cavite,PH042100000,41268
Region IV-A (CALABARZON),Cavite,PH042100000,654979
Region IV-A (CALABARZON),Cavite,PH042100000,124517
Region IV-A (CALABARZON),Cavite,PH042100000,104160
Region IV-A (CALABARZON),Cavite,PH042100000,710355
Region IV-A (CALABARZON),Cavite,PH042100000,27703
Region IV-A (CALABARZON),Cavite,PH042100000,361390
Region IV-A (CALABARZON),Cavite,PH042100000,529260
Region IV-A (CALABARZON),Cavite,PH042100000,67640
Region IV-A (CALABARZON),Cavite,PH042100000,86801
Region IV-A (CALABARZON),Cavite,PH042100000,23862
Region IV-A (CALABARZON),Cavite,PH042100000,40050
Region IV-A (CALABARZON),Cavite,PH042100000,34015
Region IV-A (CALABARZON),Cavite,PH042100000,138498
Region IV-A (CALABARZON),Cavite,PH042100000,48596
Region IV-A (CALABARZON),Cavite,PH042100000,130966
Region IV-A (CALABARZON),Cavite,PH042100000,281342
Region IV-A (CALABARZON),Cavite,PH042100000,79023
Region IV-A (CALABARZON),Cavite,PH042100000,257478
Region IV-A (CALABARZON),Cavite,PH042100000,27395
Region IV-A (CALABARZON),Cavite,PH042100000,215790
Region IV-A (CALABARZON),Cavite,PH042100000,172057
Region IV-A (CALABARZON),Laguna,PH043400000,51287
Region IV-A (CALABARZON),Laguna,PH043400000,67325
Region IV-A (CALABARZON),Laguna,PH043400000,375084
Region IV-A (CALABARZON),Laguna,PH043400000,362636
Region IV-A (CALABARZON),Laguna,PH043400000,509293
Region IV-A (CALABARZON),Laguna,PH043400000,84731
Region IV-A (CALABARZON),Laguna,PH043400000,22356
Region IV-A (CALABARZON),Laguna,PH043400000,17832
Region IV-A (CALABARZON),Laguna,PH043400000,25130
Region IV-A (CALABARZON),Laguna,PH043400000,38699
Region IV-A (CALABARZON),Laguna,PH043400000,120016
Region IV-A (CALABARZON),Laguna,PH043400000,20002
Region IV-A (CALABARZON),Laguna,PH043400000,31513
Region IV-A (CALABARZON),Laguna,PH043400000,22048
Region IV-A (CALABARZON),Laguna,PH043400000,27078
Region IV-A (CALABARZON),Laguna,PH043400000,28711
Region IV-A (CALABARZON),Laguna,PH043400000,65554
Region IV-A (CALABARZON),Laguna,PH043400000,26294
Region IV-A (CALABARZON),Laguna,PH043400000,44352
Region IV-A (CALABARZON),Laguna,PH043400000,21127
Region IV-A (CALABARZON),Laguna,PH043400000,25065
Region IV-A (CALABARZON),Laguna,PH043400000,53199
Region IV-A (CALABARZON),Laguna,PH043400000,18643
Region IV-A (CALABARZON),Laguna,PH043400000,279192
Region IV-A (CALABARZON),Laguna,PH043400000,350919
Region IV-A (CALABARZON),Laguna,PH043400000,122632
Region IV-A (CALABARZON),Laguna,PH043400000,34137
Region IV-A (CALABARZON),Laguna,PH043400000,415509
Region IV-A (CALABARZON),Laguna,PH043400000,40152
Region IV-A (CALABARZON),Laguna,PH043400000,43187
Region IV-A (CALABARZON),Quezon,PH045600000,14177
Region IV-A (CALABARZON),Quezon,PH045600000,15890
Region IV-A (CALABARZON),Quezon,PH045600000,65187
Region IV-A (CALABARZON),Quezon,PH045600000,30998
Region IV-A (CALABARZON),Quezon,PH045600000,29431
Region IV-A (CALABARZON),Quezon,PH045600000,76980
Region IV-A (CALABARZON),Quezon,PH045600000,124204
Region IV-A (CALABARZON),Quezon,PH045600000,76332
Region IV-A (CALABARZON),Quezon,PH045600000,30040
Region IV-A (CALABARZON),Quezon,PH045600000,27579
Region IV-A (CALABARZON),Quezon,PH045600000,33673
Region IV-A (CALABARZON),Quezon,PH045600000,48666
Region IV-A (CALABARZON),Quezon,PH045600000,78074
Region IV-A (CALABARZON),Quezon,PH045600000,73297
